序号,代码,名称,最新价 2026.05.08,涨跌幅(%) 2026.05.08,市净率PB(LF) 2026.05.08,市场码,市场名,市盈率(TTM) 2026.05.08,市盈率估值状态 2026.05.08,指数小类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,成交额 2026.05.08,总市值(元) 2026.05.08
1,950162,科创芯片设计,2621.34,-2.15,14.89,2,SH,181.72,估值较低,中证指数,-57.60,2636.44,2593.86,0.00,0.88,6.78亿,1088.74亿,3.23万亿
2,000690,科创成长,2412.12,-1.40,14.24,1,SH,141.64,估值较低,上证指数,-34.24,2426.66,2383.50,0.00,1.07,4.80亿,637.14亿,2.12万亿
3,000131,上证高新,4166.16,-0.98,13.40,1,SH,215.17,估值较低,上证指数,-41.24,4205.09,4125.18,0.00,1.07,6.69亿,855.93亿,3.11万亿
4,932456,科创创业AI,3808.45,-0.96,12.87,2,CSI,107.65,估值较低,中证指数,-36.97,3835.22,3777.00,0.00,1.09,17.71亿,1476.30亿,4.22万亿
5,399621,深证电信,17756.01,0.99,12.71,0,SZ,72.05,估值中等,深证指数,173.29,17811.29,17261.07,0.00,1.07,7.76亿,991.97亿,2.79万亿
6,399688,深成电信,9357.13,0.42,12.49,0,SZ,69.71,估值中等,深证指数,39.39,9434.93,9152.90,0.00,1.08,7.13亿,928.00亿,2.68万亿
7,950180,科创AI,2722.77,-1.29,12.41,2,SH,147.48,估值较低,中证指数,-35.58,2745.46,2696.89,0.00,1.03,4.47亿,701.28亿,1.96万亿
8,970070,创业板人工智能,7921.82,-0.25,11.83,0,SZ,87.05,估值较低,深证指数,-19.94,7990.75,7825.98,0.00,1.18,29.51亿,1530.02亿,3.59万亿
9,950357,科创专精特新,2521.74,-1.23,11.01,2,SH,114.30,估值较低,中证指数,-31.45,2537.21,2493.82,0.00,0.99,5.40亿,784.05亿,2.73万亿
10,931144,通信技术,3827.44,1.17,10.81,2,CSI,78.41,估值中等,中证指数,44.35,3834.38,3711.61,0.00,1.09,24.76亿,2510.87亿,5.66万亿
11,931865,中证半导,6507.92,-3.14,10.79,2,CSI,159.21,估值较低,中证指数,-210.77,6650.05,6450.76,0.00,0.98,9.31亿,1029.31亿,4.36万亿
12,931271,通信设备主题,4911.31,1.73,10.32,2,CSI,86.34,估值中等,中证指数,83.46,4925.24,4741.61,0.00,1.20,23.09亿,1751.11亿,4.30万亿
13,932357,专精特新100,2369.87,-0.85,10.03,2,CSI,89.61,估值较低,中证指数,-20.32,2382.91,2346.02,0.00,1.07,14.06亿,1549.87亿,4.55万亿
14,000685,科创芯片,3623.07,-2.82,10.02,1,SH,177.05,估值较低,上证指数,-105.18,3658.44,3585.77,0.00,0.93,9.42亿,1469.51亿,5.64万亿
15,931071,人工智能,2818.27,-1.26,10.01,2,CSI,65.49,估值较低,中证指数,-35.88,2840.46,2798.71,0.00,1.04,18.62亿,1623.57亿,4.89万亿
16,931842,半导体15USD,5576.20,-3.20,9.91,2,CSI,135.37,估值较低,中证指数,-184.13,5649.83,5512.90,0.00,1.05,6.74亿,159.77亿,4.20万亿
17,931793,半导体15,6118.19,-3.21,9.91,2,CSI,135.37,估值较低,中证指数,-203.21,6200.13,6051.54,0.00,1.05,6.74亿,1086.74亿,4.20万亿
18,399694,创业高贝,5407.34,0.32,9.63,0,SZ,74.34,估值中等,深证指数,17.24,5445.09,5330.47,0.00,1.17,45.68亿,2542.58亿,5.94万亿
19,000682,科创信息,2579.64,-2.61,9.63,1,SH,144.37,估值较低,上证指数,-69.06,2605.43,2555.94,0.00,0.98,11.14亿,1485.40亿,6.04万亿
20,931165,新兴科技100,9755.63,-0.12,9.54,2,CSI,50.71,估值较低,中证指数,-11.52,9791.43,9643.80,0.00,0.94,19.18亿,2257.97亿,8.24万亿
21,931469,云计算50,4455.86,0.02,9.53,2,CSI,70.05,估值中等,中证指数,0.90,4489.02,4390.44,0.00,1.14,27.33亿,1262.70亿,3.15万亿
22,932066,半导体行业精选,5127.24,-2.73,9.42,2,CSI,105.59,估值较低,中证指数,-143.89,5177.03,5070.15,0.00,0.96,12.18亿,1571.05亿,5.64万亿
23,399263,创业数字,4316.65,-0.64,9.25,0,SZ,67.02,估值较低,深证指数,-27.89,4346.40,4275.51,0.00,1.12,31.48亿,1687.94亿,4.88万亿
24,950222,沪专精特新,2268.84,-0.60,9.09,2,SH,113.75,估值较低,中证指数,-13.63,2279.08,2238.57,0.00,1.05,14.33亿,1301.27亿,3.80万亿
25,H30318,科技传媒通信150,4076.49,-0.85,8.95,2,CSI,67.73,估值较低,中证指数,-35.05,4095.06,4031.40,0.00,1.06,71.82亿,5304.77亿,16.38万亿
26,950161,科创新药,1259.59,-2.25,8.93,2,SH,142.24,估值较低,中证指数,-29.05,1292.01,1255.36,0.00,0.98,2.11亿,102.59亿,1.05万亿
27,931160,通信设备,21514.51,1.13,8.77,2,CSI,64.76,估值中等,中证指数,239.39,21616.21,20904.60,0.00,1.05,23.45亿,1872.87亿,5.53万亿
28,931743,半导体材料设备,6912.08,-2.10,8.70,2,CSI,113.72,估值较低,中证指数,-148.40,7055.31,6849.94,0.00,0.99,8.09亿,580.32亿,1.94万亿
29,H30007,芯片产业,4051.86,-2.73,8.57,2,CSI,143.36,估值较低,中证指数,-113.83,4091.63,4009.43,0.00,0.97,18.15亿,1904.42亿,6.47万亿
30,930851,云计算,7386.60,0.37,8.51,2,CSI,84.01,估值中等,中证指数,27.19,7477.34,7279.50,0.00,1.34,36.45亿,1465.93亿,3.44万亿
31,932087,集成电路,1473.68,-2.60,8.49,2,CSI,130.72,估值较低,中证指数,-39.41,1482.97,1457.19,0.00,0.95,19.78亿,2028.87亿,6.14万亿
32,H30184,半导体,11981.96,-2.53,8.44,2,CSI,120.16,估值较低,中证指数,-310.91,12086.26,11851.50,0.00,0.97,24.86亿,2415.33亿,7.74万亿
33,931696,科技50策略,25769.42,-0.48,8.36,2,CSI,53.50,估值较低,中证指数,-124.42,25806.22,25375.46,0.00,1.01,36.64亿,3317.04亿,12.48万亿
34,990001,中华半导体芯片人民币,15371.72,-2.73,8.32,2,CSI,155.72,估值较低,中证指数,-432.15,15522.07,15210.08,0.00,0.97,19.12亿,1843.62亿,6.41万亿
35,H50008,180信息,6251.75,-2.65,8.25,2,SH,69.14,估值较低,中证指数,-170.18,6309.86,6195.16,0.00,0.97,12.14亿,1363.60亿,6.09万亿
36,399267,专精特新,2936.80,0.63,8.24,0,SZ,91.31,估值中等,深证指数,18.29,2948.95,2871.88,0.00,1.05,19.05亿,1069.77亿,2.33万亿
37,930713,CS人工智,6509.38,-0.64,8.21,2,CSI,62.42,估值较低,中证指数,-41.64,6537.81,6424.01,0.00,1.11,23.15亿,1896.78亿,5.66万亿
38,399811,CSSW电子,7244.57,-1.56,7.94,0,SZ,66.52,估值较低,深证指数,-114.85,7295.62,7172.63,0.00,1.02,33.85亿,2554.89亿,9.77万亿
39,000077,信息等权,7295.67,-1.01,7.86,1,SH,86.38,估值较低,上证指数,-74.63,7312.13,7211.51,0.00,1.01,21.89亿,1874.14亿,7.68万亿
40,000039,上证信息,6679.51,-2.18,7.86,1,SH,86.38,估值较低,上证指数,-148.69,6724.01,6616.85,0.00,1.01,21.89亿,1874.14亿,7.68万亿
41,931877,科创创业50净收益,2555.68,-1.43,7.81,2,CSI,60.33,估值较低,中证指数,-37.07,2580.85,2540.62,0.00,1.05,19.20亿,2422.80亿,11.12万亿
42,931643,科创创业50,2456.39,-1.44,7.81,2,CSI,60.33,估值较低,中证指数,-35.80,2480.59,2441.92,0.00,1.05,19.20亿,2422.80亿,11.12万亿
43,931079,5G通信,2691.68,0.41,7.71,2,CSI,54.64,估值中等,中证指数,11.07,2701.26,2630.49,0.00,1.03,34.02亿,2560.89亿,7.63万亿
44,399268,深小巨人,2804.39,0.23,7.71,0,SZ,71.53,估值中等,深证指数,6.32,2818.08,2752.46,0.00,1.05,18.95亿,1191.90亿,2.68万亿
45,930715,CS朝阳88,20100.27,-0.95,7.51,2,CSI,46.73,估值较低,中证指数,-193.44,20214.85,19961.30,0.00,0.97,35.46亿,2070.47亿,5.67万亿
46,399326,成长40,8145.81,-0.75,7.51,0,SZ,33.93,估值较低,深证指数,-61.57,8251.46,8102.23,0.00,0.90,13.59亿,1563.87亿,6.49万亿
47,931593,科技领先,4550.73,-1.11,7.48,2,CSI,41.20,估值较低,中证指数,-50.89,4589.26,4510.71,0.00,0.95,24.10亿,2339.72亿,10.21万亿
48,931582,数字经济,1734.35,-1.92,7.39,2,CSI,71.62,估值较低,中证指数,-33.88,1751.13,1722.45,0.00,1.04,23.31亿,2016.75亿,7.62万亿
49,000691,科创ESG,1587.13,-1.02,7.36,1,SH,76.72,估值较低,上证指数,-16.34,1604.21,1573.23,0.00,0.90,7.78亿,923.45亿,3.54万亿
50,399667,创业成长,6870.03,-0.77,7.35,0,SZ,41.25,估值较低,深证指数,-52.97,6938.06,6831.28,0.00,1.05,30.15亿,2450.37亿,8.24万亿
51,000688,科创50,1640.46,-2.29,7.29,1,SH,156.21,估值较低,上证指数,-38.43,1655.57,1625.61,0.00,1.06,15.01亿,1343.85亿,5.77万亿
52,950125,科创半导体材料设备,2875.49,-1.89,7.28,2,SH,166.93,估值较低,中证指数,-55.27,2931.77,2849.05,0.00,0.94,5.52亿,418.34亿,2.14万亿
53,399673,创业板50,4051.89,-0.84,7.23,0,SZ,45.26,估值较低,深证指数,-34.40,4097.53,4040.60,0.00,1.04,30.57亿,2256.75亿,8.28万亿
54,950228,智选科创价值50,1915.09,-1.30,7.22,2,SH,80.77,估值较低,中证指数,-25.31,1926.42,1902.70,0.00,0.84,6.62亿,1028.08亿,5.21万亿
55,399262,数字经济,3641.99,-0.23,7.15,0,SZ,52.30,估值较低,深证指数,-8.30,3654.06,3595.48,0.00,1.09,35.18亿,2335.24亿,7.02万亿
56,399261,创业制造,7631.10,-0.60,7.14,0,SZ,44.84,估值较低,深证指数,-46.40,7707.40,7576.81,0.00,0.98,17.56亿,1924.34亿,7.57万亿
57,931247,中证信创,1660.32,-0.26,7.08,2,CSI,108.97,估值较低,中证指数,-4.27,1683.92,1654.81,0.00,1.22,15.43亿,837.57亿,2.33万亿
58,000697,科大湾区,1641.88,-1.09,7.01,1,SH,73.72,估值较低,上证指数,-18.02,1658.76,1630.67,0.00,0.90,4.68亿,352.18亿,1.19万亿
59,H30535,互联网,6238.60,0.63,6.99,2,CSI,54.76,估值中等,中证指数,39.18,6267.05,6118.86,0.00,1.22,43.81亿,2219.75亿,5.76万亿
60,399666,中创高贝,2581.20,0.29,6.96,0,SZ,66.86,估值中等,深证指数,7.34,2590.28,2547.30,0.00,1.13,111.90亿,5343.23亿,12.27万亿
61,931087,科技龙头,6444.41,-1.16,6.89,2,CSI,52.26,估值较低,中证指数,-75.68,6492.42,6397.82,0.00,1.04,32.98亿,2520.16亿,9.86万亿
62,801080,电子(申万),8597.90,-0.69,6.87,62,SWI,74.07,估值较低,申万一级行业,-60.00,8609.34,8489.58,0.00,1.07,154.73亿,6657.98亿,19.33万亿
63,399276,创科技,9334.43,-0.33,6.87,0,SZ,39.25,估值较低,深证指数,-30.82,9426.33,9279.71,0.00,1.11,18.43亿,1273.01亿,5.65万亿
64,399293,创业大盘,7505.52,-0.62,6.84,0,SZ,43.78,估值较低,深证指数,-46.91,7574.94,7465.06,0.00,0.93,18.98亿,1825.44亿,8.15万亿
65,000111,380信息,12109.68,-0.69,6.84,1,SH,105.11,估值较低,上证指数,-84.64,12145.45,11949.90,0.00,1.02,10.77亿,682.01亿,2.14万亿
66,932263,苏州园区,4444.90,-1.06,6.83,2,CSI,75.81,估值较低,中证指数,-47.42,4477.65,4412.81,0.00,1.20,14.03亿,573.13亿,2.08万亿
67,000698,科创100,1842.45,-0.82,6.82,1,SH,127.22,估值较低,上证指数,-15.15,1854.22,1826.53,0.00,0.94,13.44亿,950.56亿,3.64万亿
68,931594,卫星产业,1296.68,3.36,6.82,2,CSI,254.32,估值中等,中证指数,42.18,1305.71,1239.69,0.00,1.26,18.24亿,893.64亿,1.94万亿
69,000695,科长三角,1256.22,-0.73,6.82,1,SH,204.56,估值较低,上证指数,-9.28,1264.79,1245.98,0.00,0.93,10.18亿,796.19亿,2.69万亿
70,970034,创指ESG增强,3486.50,-0.54,6.76,0,SZ,35.80,估值较低,深证指数,-18.95,3522.69,3469.45,0.00,0.89,15.42亿,1665.79亿,7.17万亿
71,470034,创指ESG增强R,3728.60,-0.54,6.76,0,SZ,35.80,估值较低,深证指数,-20.07,3767.29,3710.36,0.00,0.89,15.42亿,1665.79亿,7.17万亿
72,931866,中证机床,2509.38,2.42,6.74,2,CSI,65.72,估值中等,中证指数,59.27,2510.29,2430.38,0.00,1.15,16.77亿,701.85亿,1.43万亿
73,399279,云科技50,6013.97,-0.11,6.65,0,SZ,51.57,估值较低,深证指数,-6.46,6023.84,5933.09,0.00,1.13,41.02亿,2037.80亿,5.45万亿
74,000915,300信息,3938.38,-1.05,6.63,1,CSI,56.75,估值较低,上证指数,-41.99,3952.63,3897.16,0.00,1.10,39.99亿,2529.70亿,10.20万亿
75,931380,科技50,3815.59,-1.43,6.58,2,CSI,58.22,估值较低,中证指数,-55.54,3831.28,3779.34,0.00,1.04,31.05亿,2144.80亿,9.54万亿
76,931585,卫星导航,1185.78,2.08,6.57,2,CSI,223.09,估值中等,中证指数,24.17,1191.99,1145.83,0.00,1.36,18.36亿,835.40亿,1.77万亿
77,399018,创业创新,6823.69,-0.04,6.55,0,SZ,38.34,估值较低,深证指数,-2.81,6851.54,6758.93,0.00,1.02,24.49亿,1778.60亿,7.18万亿
78,970071,深证民企成长,5139.44,-0.58,6.54,0,SZ,35.48,估值较低,深证指数,-30.06,5184.00,5104.30,0.00,0.93,15.04亿,1772.95亿,7.95万亿
79,470071,深证民企成长R,5746.43,-0.56,6.54,0,SZ,35.48,估值较低,深证指数,-32.17,5796.26,5707.14,0.00,0.93,15.04亿,1772.95亿,7.95万亿
80,931461,电子50,7376.66,-1.18,6.54,2,CSI,61.45,估值较低,中证指数,-88.20,7399.23,7286.60,0.00,1.07,41.55亿,2768.93亿,10.22万亿
81,931559,苏银理财长三角,3067.79,-1.05,6.50,2,CSI,46.00,估值较低,中证指数,-32.43,3096.02,3041.85,0.00,0.96,15.14亿,1111.95亿,4.13万亿
82,000681,科创价格,1967.09,-1.26,6.49,1,SH,191.73,估值较低,上证指数,-25.01,1975.43,1948.29,0.00,1.01,59.62亿,3995.22亿,13.84万亿
83,970060,深证ESG成长,2895.27,0.71,6.49,0,SZ,35.17,估值中等,深证指数,20.43,2910.33,2833.38,0.00,0.86,17.75亿,1432.94亿,5.73万亿
84,470060,深证ESG成长R,3110.34,0.74,6.49,0,SZ,35.17,估值中等,深证指数,22.83,3126.52,3043.85,0.00,0.86,17.75亿,1432.94亿,5.73万亿
85,000680,科创综指,2038.28,-1.25,6.49,1,SH,191.62,估值较低,上证指数,-25.75,2046.92,2018.79,0.00,1.01,59.62亿,3995.22亿,13.84万亿
86,399264,创业软件,1528.04,0.34,6.45,0,SZ,361.53,估值中等,深证指数,5.10,1549.82,1512.30,0.00,1.22,23.34亿,596.26亿,1.30万亿
87,399643,创业新兴,4684.35,-0.95,6.44,0,SZ,47.93,估值较低,深证指数,-44.79,4741.01,4671.00,0.00,1.06,48.30亿,2912.84亿,9.92万亿
88,930652,CS电子,12249.64,-1.06,6.42,2,CSI,62.89,估值较低,中证指数,-131.79,12283.33,12107.04,0.00,1.11,68.55亿,3821.12亿,12.92万亿
89,000935,800信息,7821.02,-0.91,6.41,1,SH,63.56,估值较低,上证指数,-72.21,7847.90,7739.72,0.00,1.09,75.57亿,4182.89亿,14.39万亿
90,399935,800信息,7821.02,-0.91,6.41,0,SZ,63.56,估值较低,深证指数,-72.21,7847.90,7739.72,0.00,1.09,75.57亿,4182.89亿,14.39万亿
91,H30066,AMAC电子,10657.45,0.10,6.40,2,CSI,83.19,估值中等,中证指数,10.36,10673.22,10470.18,0.00,1.10,190.45亿,8772.50亿,23.82万亿
92,000683,科创生物,1066.69,-0.94,6.38,1,SH,108.94,估值较低,上证指数,-10.15,1081.03,1062.38,0.00,1.00,2.92亿,144.32亿,1.37万亿
93,399610,TMT50,11950.05,0.09,6.37,0,SZ,48.89,估值中等,深证指数,10.35,11977.79,11755.18,0.00,1.17,49.17亿,2562.07亿,7.81万亿
94,399652,中创高新,4128.60,0.18,6.36,0,SZ,151.10,估值中等,深证指数,7.44,4160.52,4097.09,0.00,1.05,16.26亿,561.24亿,1.31万亿
95,000993,全指信息,10395.76,-0.98,6.35,1,SH,69.69,估值较低,上证指数,-103.41,10431.98,10283.48,0.00,1.12,91.86亿,4792.41亿,15.64万亿
96,932038,央企科技引领,1865.05,1.79,6.34,2,CSI,94.77,估值较低,中证指数,32.74,1865.16,1805.23,0.00,1.38,28.93亿,1431.36亿,5.12万亿
97,950253,国新科创国企,1706.26,-0.89,6.21,2,SH,171.32,估值较低,中证指数,-15.29,1711.07,1688.06,0.00,1.01,13.45亿,778.46亿,4.10万亿
98,H50028,沪信息红,35562.30,0.76,6.21,2,SH,35.50,估值较低,中证指数,268.41,35591.41,34950.84,0.00,0.82,6.89亿,317.95亿,2.08万亿
99,399274,深新基建,7683.23,-0.24,6.20,0,SZ,43.42,估值较低,深证指数,-18.15,7700.97,7592.25,0.00,1.15,35.14亿,2170.94亿,7.08万亿
100,399635,创业板EW,2538.25,-0.85,6.17,0,SZ,45.95,估值较低,深证指数,-21.75,2560.94,2528.79,0.00,1.04,42.52亿,2779.62亿,10.36万亿
101,399606,创业板R,4225.51,-0.96,6.17,0,SZ,45.95,估值较低,深证指数,-40.95,4274.52,4215.54,0.00,1.04,42.52亿,2779.62亿,10.36万亿
102,399006,创业板指,3796.13,-0.96,6.17,0,SZ,45.95,估值较低,深证指数,-36.93,3840.16,3787.17,0.00,1.07,249.24亿,7873.40亿,10.36万亿
103,970050,深证卫星导航,4846.42,1.10,6.08,0,SZ,-332.66,估值较低,深证指数,52.53,4863.58,4741.68,0.00,1.33,21.42亿,667.52亿,8308.47亿
104,470050,深证卫星导航R,5046.24,1.10,6.08,0,SZ,-332.66,估值较低,深证指数,54.69,5064.10,4937.17,0.00,1.33,21.42亿,667.52亿,8308.47亿
105,399662,深证高贝,3062.92,-0.02,6.06,0,SZ,44.55,估值较低,深证指数,-0.49,3068.64,3023.67,0.00,1.03,60.37亿,4186.05亿,12.92万亿
106,932084,全指信息行业,10130.53,-0.47,6.05,2,CSI,87.38,估值较低,中证指数,-48.13,10148.11,10005.95,0.00,1.10,178.96亿,7631.75亿,21.02万亿
107,931579,东证优势成长,9751.86,0.34,6.04,2,CSI,30.26,估值较低,中证指数,33.10,9756.09,9595.99,0.00,1.05,41.51亿,2845.49亿,11.05万亿
108,H30257,500信息,13007.69,-0.62,5.94,2,CSI,89.78,估值较低,中证指数,-80.78,13063.17,12865.68,0.00,1.07,35.58亿,1653.19亿,4.19万亿
109,000858,500信息,13007.69,-0.62,5.94,1,SH,89.78,估值较低,上证指数,-80.78,13063.17,12865.67,0.00,1.07,35.58亿,1653.19亿,4.19万亿
110,930850,智能制造,5820.11,-0.64,5.92,2,CSI,60.63,估值较低,中证指数,-37.56,5821.65,5748.62,0.00,1.12,54.45亿,2761.38亿,8.40万亿
111,931494,消费电子,6317.64,-1.07,5.90,2,CSI,62.68,估值较低,中证指数,-68.26,6321.61,6226.25,0.00,1.05,39.84亿,2313.22亿,7.68万亿
112,931785,智选沪深港科技50,2700.92,-1.48,5.89,2,CSI,42.20,估值较低,中证指数,-40.66,2716.94,2679.48,0.00,0.91,18.83亿,1816.02亿,11.20万亿
113,931718,高端造质量成长50,3404.71,-1.12,5.85,2,CSI,38.24,估值较低,中证指数,-38.44,3430.52,3386.93,0.00,1.04,37.45亿,2715.51亿,14.25万亿
114,H50053,上证移动,3243.59,-0.57,5.76,2,SH,66.64,估值较低,中证指数,-18.59,3268.46,3220.35,0.00,0.98,17.35亿,869.71亿,4.28万亿
115,980071,机器人龙头,2834.46,1.57,5.75,0,SZ,76.92,估值中等,深证指数,43.87,2842.55,2776.05,0.00,1.31,16.67亿,784.42亿,1.83万亿
116,480071,机器人龙头R,3018.33,1.57,5.75,0,SZ,76.92,估值中等,深证指数,46.72,3026.95,2956.13,0.00,1.31,16.67亿,784.42亿,1.83万亿
117,970040,创业高装,4748.86,0.67,5.69,0,SZ,71.04,估值中等,深证指数,31.77,4760.46,4667.38,0.00,1.04,11.96亿,393.51亿,1.17万亿
118,470040,创业高装R,5080.07,0.67,5.69,0,SZ,71.04,估值中等,深证指数,33.99,5092.48,4992.91,0.00,1.04,11.96亿,393.51亿,1.17万亿
119,399012,创业300,5308.94,-0.73,5.69,0,SZ,54.15,估值较低,深证指数,-39.14,5360.38,5293.25,0.00,1.08,109.94亿,4728.94亿,14.12万亿
120,930601,软件服务,6245.65,0.37,5.61,2,CSI,123.76,估值中等,中证指数,23.28,6346.93,6188.20,0.00,1.36,14.86亿,468.85亿,1.41万亿
121,399678,深次新股,725.18,0.35,5.60,0,SZ,61.26,估值中等,深证指数,2.52,726.35,715.85,0.00,0.94,6.10亿,291.52亿,1.42万亿
122,399696,深证创投,5907.37,-0.21,5.57,0,SZ,73.68,估值较低,深证指数,-12.25,5929.66,5851.66,0.00,1.09,67.23亿,2132.07亿,5.01万亿
123,H30202,软件指数,14708.77,0.49,5.56,2,CSI,130.25,估值中等,中证指数,71.03,14942.21,14573.42,0.00,1.25,17.71亿,548.40亿,1.58万亿
124,399016,深证创新,6746.63,0.25,5.56,0,SZ,38.14,估值较低,深证指数,16.86,6750.32,6662.13,0.00,1.13,36.70亿,2493.78亿,10.61万亿
125,970085,创业板金融科技,2713.34,-0.02,5.54,0,SZ,56.85,估值较低,深证指数,-0.64,2747.53,2677.79,0.00,1.14,15.50亿,316.84亿,9746.97亿
126,399636,深证装备,10262.71,-0.84,5.53,0,SZ,42.94,估值较低,深证指数,-86.68,10320.93,10175.73,0.00,1.15,54.14亿,2533.26亿,9.12万亿
127,399285,物联网50,7739.51,-0.08,5.53,0,SZ,40.68,估值中等,深证指数,-5.83,7750.54,7636.01,0.00,1.02,30.79亿,1727.38亿,5.65万亿
128,399626,中创成长,2501.21,-0.63,5.51,0,SZ,36.99,估值较低,深证指数,-15.75,2521.43,2488.85,0.00,0.98,59.13亿,3704.63亿,13.59万亿
129,970039,创新材料,6948.59,-1.84,5.47,0,SZ,35.39,估值较低,深证指数,-130.45,7045.38,6924.37,0.00,0.95,18.43亿,926.69亿,3.58万亿
130,470039,创新材料R,7629.06,-1.84,5.47,0,SZ,35.39,估值较低,深证指数,-143.23,7735.34,7602.48,0.00,0.95,18.43亿,926.69亿,3.58万亿
131,971004,创业板战略科技,7261.85,-0.53,5.45,0,SZ,70.60,估值较低,深证指数,-38.57,7293.48,7190.94,0.00,1.01,12.66亿,561.40亿,1.55万亿
132,471004,创业板战略科技R,7835.61,-0.50,5.45,0,SZ,70.60,估值较低,深证指数,-39.67,7869.74,7759.09,0.00,1.01,12.66亿,561.40亿,1.55万亿
133,931159,创新100,4008.91,-1.13,5.45,2,CSI,45.45,估值较低,中证指数,-45.65,4029.38,3977.39,0.00,0.98,32.81亿,2435.98亿,11.84万亿
134,980034,工业软件,3403.01,0.32,5.42,0,SZ,84.59,估值中等,深证指数,10.72,3425.28,3366.85,0.00,1.14,12.57亿,435.18亿,1.43万亿
135,480034,工业软件R,3728.99,0.32,5.42,0,SZ,84.59,估值中等,深证指数,11.75,3753.39,3689.37,0.00,1.14,12.57亿,435.18亿,1.43万亿
136,980022,机器人产业,2718.66,2.82,5.39,0,SZ,67.29,估值中等,深证指数,74.61,2742.08,2627.27,0.00,1.55,19.16亿,704.56亿,1.64万亿
137,930651,CS计算机,8865.96,0.24,5.32,2,CSI,53.39,估值中等,中证指数,21.36,8959.71,8738.68,0.00,1.30,34.27亿,1282.86亿,3.17万亿
138,970081,创业板电池,3952.98,-2.52,5.30,0,SZ,32.75,估值较低,深证指数,-102.38,4103.87,3948.99,0.00,1.00,14.73亿,929.60亿,3.47万亿
139,399620,深证信息,6934.27,0.26,5.28,0,SZ,55.03,估值中等,深证指数,17.75,6941.08,6817.01,0.00,1.12,91.34亿,3587.44亿,8.66万亿
140,931596,SHS张江50,2144.57,-1.62,5.26,2,CSI,64.50,估值较低,中证指数,-35.28,2163.75,2129.72,0.00,1.03,18.56亿,994.28亿,4.69万亿
141,000133,上证150,8383.63,0.14,5.24,1,SH,106.65,估值中等,上证指数,12.14,8397.11,8294.76,0.00,1.04,25.07亿,749.19亿,1.63万亿
142,000699,科创200,1741.15,0.28,5.22,1,SH,260.39,估值中等,上证指数,4.88,1744.41,1714.13,0.00,1.00,16.59亿,960.71亿,2.46万亿
143,399640,创业基础,3450.20,-0.42,5.21,0,SZ,63.02,估值较低,深证指数,-14.55,3474.18,3431.70,0.00,1.06,175.80亿,6174.00亿,17.18万亿
144,399687,深成信息,4730.03,0.28,5.18,0,SZ,53.78,估值中等,深证指数,13.13,4734.23,4648.00,0.00,1.13,83.63亿,3325.93亿,8.21万亿
145,399970,移动互联,5088.03,-0.53,5.17,0,SZ,53.56,估值较低,深证指数,-27.15,5111.78,5045.51,0.00,1.12,91.80亿,2904.68亿,10.43万亿
146,399266,创新能源,4139.14,-1.57,5.17,0,SZ,33.67,估值较低,深证指数,-65.82,4227.86,4134.46,0.00,0.96,16.86亿,1095.54亿,4.11万亿
147,H50005,180消费,15097.60,-0.05,5.17,2,SH,20.22,估值较低,中证指数,-8.25,15196.26,15067.96,0.00,0.60,1.08亿,90.66亿,2.52万亿
148,931495,工业互联,3938.56,0.00,5.14,2,CSI,38.03,估值较低,中证指数,0.06,3943.40,3889.05,0.00,1.05,37.00亿,2082.25亿,8.49万亿
149,399608,科技100,4974.12,-1.15,5.13,0,SZ,39.03,估值较低,深证指数,-58.04,5025.65,4951.51,0.00,1.03,57.81亿,3139.47亿,11.77万亿
150,000689,科创材料,1485.86,-0.58,5.13,1,SH,160.28,估值较低,上证指数,-8.67,1501.77,1476.06,0.00,0.99,7.60亿,355.92亿,1.10万亿
151,970068,创业专利,7255.66,-0.89,5.12,0,SZ,34.65,估值较低,深证指数,-65.25,7353.76,7249.56,0.00,1.05,20.30亿,965.36亿,4.16万亿
152,470068,创业专利R,7843.72,-0.89,5.12,0,SZ,34.65,估值较低,深证指数,-70.54,7949.77,7837.13,0.00,1.05,20.30亿,965.36亿,4.16万亿
153,970059,深证民企科技,5583.39,-0.99,5.10,0,SZ,33.60,估值较低,深证指数,-55.76,5637.97,5564.38,0.00,0.87,18.78亿,1083.97亿,5.94万亿
154,470059,深证民企科技R,6117.38,-0.98,5.10,0,SZ,33.60,估值较低,深证指数,-60.55,6177.19,6096.55,0.00,0.87,18.78亿,1083.97亿,5.94万亿
155,950049,G60成指,1739.75,0.47,5.09,2,SH,71.72,估值中等,中证指数,8.09,1748.28,1709.85,0.00,0.95,14.92亿,858.21亿,2.16万亿
156,932094,软件开发,881.77,0.62,5.07,2,CSI,303.75,估值中等,中证指数,5.46,894.73,872.83,0.00,1.39,32.27亿,738.75亿,1.98万亿
157,399088,深创100,5712.59,-0.37,5.07,0,SZ,34.49,估值较低,深证指数,-21.38,5732.95,5672.46,0.00,1.01,36.77亿,2174.75亿,10.23万亿
158,399102,创业板综,4588.27,-0.13,5.05,0,SZ,73.57,估值中等,深证指数,-5.92,4609.65,4554.49,0.00,1.07,242.87亿,7823.90亿,21.11万亿
159,930902,中证数据,3625.00,0.36,5.03,2,CSI,154.17,估值中等,中证指数,12.91,3671.75,3574.27,0.00,1.28,34.15亿,1035.67亿,1.77万亿
